id,cargo,cidade,senioridade,salario_min,salario_max,modalidade
1848,Desenvolvimento Backend,Remoto (Brasil),Sênior,9848,16129,Remoto
1849,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5477,9044,Remoto
1850,Dados / BI,São Paulo - SP,Sênior,9727,16003,Híbrido
1851,Desenvolvimento Frontend,São Paulo - SP,Júnior,2743,4650,Remoto
1852,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5348,8844,Remoto
1853,Suporte / Infraestrutura,São Paulo - SP,Sênior,10415,16349,Híbrido
1854,Desenvolvimento Frontend,São Paulo - SP,Júnior,2713,4680,Remoto
1855,Desenvolvimento Backend,São Paulo - SP,Pleno,5045,8883,Remoto
1856,Desenvolvimento Backend,São Paulo - SP,Júnior,2658,4773,Remoto
1857,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9546,15332,Remoto
1858,Desenvolvimento Backend,São Paulo - SP,Júnior,2698,4501,Híbrido
1859,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5309,9300,Remoto
1860,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5438,9335,Híbrido
1861,Suporte / Infraestrutura,São Paulo - SP,Sênior,9926,15419,Remoto
1862,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5172,9072,Presencial
1863,Dados / BI,Remoto (Brasil),Júnior,2682,4750,Presencial
1864,Desenvolvimento Frontend,São Paulo - SP,Sênior,10331,16719,Presencial
1865,Desenvolvimento Backend,Remoto (Brasil),Sênior,9881,16609,Híbrido
1866,Desenvolvimento Frontend,São Paulo - SP,Sênior,9618,16936,Remoto
1867,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5324,9198,Remoto
1868,Dados / BI,Remoto (Brasil),Pleno,5196,8945,Remoto
1869,Dados / BI,São Paulo - SP,Sênior,10236,15899,Remoto
1870,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5085,9491,Remoto
1871,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5413,9385,Remoto
1872,Dados / BI,São Paulo - SP,Sênior,10160,15314,Presencial
1873,Desenvolvimento Backend,São Paulo - SP,Pleno,5250,8713,Remoto
1874,Desenvolvimento Frontend,São Paulo - SP,Pleno,5044,9231,Híbrido
1875,Desenvolvimento Backend,Remoto (Brasil),Sênior,10075,16585,Presencial
1876,Desenvolvimento Frontend,São Paulo - SP,Júnior,2658,4366,Remoto
1877,Dados / BI,São Paulo - SP,Júnior,2612,4381,Híbrido
1878,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,10245,15744,Remoto
1879,Dados / BI,São Paulo - SP,Pleno,5314,8769,Remoto
1880,Desenvolvimento Backend,São Paulo - SP,Sênior,9577,16611,Remoto
1881,Suporte / Infraestrutura,São Paulo - SP,Sênior,10308,16482,Remoto
1882,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5377,9311,Remoto
1883,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5133,9436,Presencial
1884,Desenvolvimento Backend,São Paulo - SP,Sênior,10096,16198,Remoto
1885,Dados / BI,Remoto (Brasil),Sênior,9979,16855,Híbrido
1886,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2743,4605,Híbrido
1887,Desenvolvimento Frontend,São Paulo - SP,Júnior,2703,4506,Remoto
1888,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5250,9171,Híbrido
1889,Dados / BI,Remoto (Brasil),Pleno,5449,8931,Presencial
1890,Suporte / Infraestrutura,São Paulo - SP,Sênior,10309,16966,Presencial
1891,Dados / BI,Remoto (Brasil),Pleno,5041,9384,Remoto
1892,Dados / BI,São Paulo - SP,Sênior,10392,16790,Híbrido
1893,Desenvolvimento Frontend,São Paulo - SP,Sênior,10100,16834,Remoto
1894,Desenvolvimento Backend,São Paulo - SP,Sênior,10023,15694,Remoto
1895,Desenvolvimento Backend,São Paulo - SP,Júnior,2651,4575,Remoto
1896,Desenvolvimento Backend,São Paulo - SP,Júnior,2553,4400,Híbrido
1897,Dados / BI,São Paulo - SP,Júnior,2697,4701,Remoto
1898,Dados / BI,Remoto (Brasil),Júnior,2530,4636,Híbrido
1899,Desenvolvimento Backend,São Paulo - SP,Pleno,5477,8804,Híbrido
1900,Dados / BI,Remoto (Brasil),Júnior,2637,4326,Remoto
1901,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2523,4465,Presencial
1902,Dados / BI,São Paulo - SP,Júnior,2534,4396,Híbrido
1903,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,10238,16079,Híbrido
1904,Dados / BI,São Paulo - SP,Júnior,2699,4675,Presencial
1905,Desenvolvimento Frontend,São Paulo - SP,Júnior,2608,4798,Híbrido
1906,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9765,15453,Presencial
1907,Desenvolvimento Backend,São Paulo - SP,Pleno,5185,9178,Remoto
1908,Dados / BI,São Paulo - SP,Pleno,5226,9286,Presencial
1909,Desenvolvimento Backend,São Paulo - SP,Júnior,2532,4760,Presencial
1910,Desenvolvimento Backend,São Paulo - SP,Sênior,10146,16614,Remoto
1911,Suporte / Infraestrutura,São Paulo - SP,Júnior,2731,4527,Híbrido
1912,Desenvolvimento Frontend,São Paulo - SP,Pleno,5398,8906,Híbrido
1913,Desenvolvimento Frontend,São Paulo - SP,Sênior,9757,16245,Remoto
1914,Desenvolvimento Backend,São Paulo - SP,Sênior,9625,15379,Remoto
1915,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,10000,15631,Remoto
1916,Dados / BI,São Paulo - SP,Júnior,2527,4395,Remoto
1917,Desenvolvimento Backend,São Paulo - SP,Pleno,5052,8802,Híbrido
1918,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9782,16307,Remoto
1919,Dados / BI,São Paulo - SP,Júnior,2636,4760,Híbrido
1920,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2643,4322,Presencial
1921,Desenvolvimento Frontend,São Paulo - SP,Pleno,5130,9408,Remoto
1922,Suporte / Infraestrutura,São Paulo - SP,Júnior,2535,4678,Presencial
1923,Dados / BI,Rio de Janeiro - RJ,Pleno,5159,8888,Remoto
1924,Desenvolvimento Backend,São Paulo - SP,Pleno,5063,9485,Híbrido
1925,Dados / BI,Remoto (Brasil),Sênior,9569,16980,Remoto
1926,Desenvolvimento Backend,Remoto (Brasil),Júnior,2700,4408,Remoto
1927,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,10434,16108,Remoto
1928,Desenvolvimento Frontend,São Paulo - SP,Pleno,5416,8974,Presencial
1929,Desenvolvimento Frontend,São Paulo - SP,Pleno,5487,8600,Híbrido
1930,Dados / BI,São Paulo - SP,Júnior,2676,4583,Híbrido
1931,Suporte / Infraestrutura,São Paulo - SP,Sênior,9770,15638,Remoto
1932,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10364,15651,Híbrido
1933,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2717,4796,Presencial
1934,Dados / BI,Remoto (Brasil),Júnior,2613,4331,Presencial
1935,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9811,16395,Híbrido
1936,Desenvolvimento Frontend,São Paulo - SP,Júnior,2612,4579,Híbrido
1937,Desenvolvimento Frontend,São Paulo - SP,Júnior,2621,4483,Remoto
1938,Dados / BI,Rio de Janeiro - RJ,Pleno,5046,9332,Presencial
1939,Dados / BI,Remoto (Brasil),Pleno,5405,8719,Híbrido
1940,Dados / BI,São Paulo - SP,Sênior,9988,16661,Remoto
1941,Dados / BI,Remoto (Brasil),Sênior,9590,16918,Remoto
1942,Desenvolvimento Backend,São Paulo - SP,Pleno,5090,9049,Híbrido
1943,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9971,16489,Presencial
1944,Dados / BI,São Paulo - SP,Pleno,5144,9405,Presencial
1945,Desenvolvimento Backend,São Paulo - SP,Júnior,2630,4479,Remoto
1946,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,9864,16487,Híbrido
1947,Dados / BI,São Paulo - SP,Sênior,9727,15844,Remoto
1948,Desenvolvimento Frontend,São Paulo - SP,Pleno,5385,9089,Remoto
1949,Suporte / Infraestrutura,São Paulo - SP,Sênior,9615,16501,Híbrido
1950,Suporte / Infraestrutura,São Paulo - SP,Júnior,2684,4528,Presencial
1951,Suporte / Infraestrutura,São Paulo - SP,Pleno,5205,8890,Híbrido
1952,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2657,4369,Remoto
1953,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5032,9031,Híbrido
1954,Desenvolvimento Backend,São Paulo - SP,Pleno,5279,9195,Presencial
1955,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2613,4458,Híbrido
1956,Dados / BI,São Paulo - SP,Pleno,5484,8821,Remoto
1957,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5352,9463,Presencial
1958,Desenvolvimento Backend,Remoto (Brasil),Júnior,2531,4634,Híbrido
1959,Suporte / Infraestrutura,São Paulo - SP,Júnior,2737,4515,Remoto
1960,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5031,8782,Remoto
1961,Dados / BI,São Paulo - SP,Pleno,5051,9077,Remoto
1962,Dados / BI,São Paulo - SP,Júnior,2667,4653,Presencial
1963,Suporte / Infraestrutura,São Paulo - SP,Júnior,2735,4512,Híbrido
1964,Desenvolvimento Backend,São Paulo - SP,Sênior,9768,15631,Híbrido
1965,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5014,9134,Híbrido
1966,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2533,4444,Híbrido
1967,Dados / BI,Rio de Janeiro - RJ,Júnior,2607,4492,Híbrido
1968,Desenvolvimento Backend,São Paulo - SP,Júnior,2736,4347,Remoto
1969,Desenvolvimento Frontend,São Paulo - SP,Sênior,10317,16225,Remoto
1970,Desenvolvimento Backend,Remoto (Brasil),Júnior,2507,4373,Remoto
1971,Dados / BI,Rio de Janeiro - RJ,Pleno,5489,8807,Remoto
1972,Desenvolvimento Frontend,Remoto (Brasil),Sênior,9992,16756,Híbrido
1973,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2738,4722,Híbrido
1974,Desenvolvimento Backend,São Paulo - SP,Pleno,5217,8627,Remoto
1975,Desenvolvimento Frontend,São Paulo - SP,Pleno,5452,9040,Presencial
1976,Dados / BI,São Paulo - SP,Pleno,5179,9388,Remoto
1977,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5384,8788,Remoto
1978,Desenvolvimento Backend,São Paulo - SP,Júnior,2667,4508,Presencial
1979,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2549,4398,Híbrido
1980,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,9586,16223,Híbrido
1981,Desenvolvimento Backend,São Paulo - SP,Júnior,2543,4335,Presencial
1982,Suporte / Infraestrutura,São Paulo - SP,Júnior,2638,4351,Presencial
1983,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5099,8583,Híbrido
1984,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2728,4437,Remoto
1985,Desenvolvimento Backend,São Paulo - SP,Pleno,5324,9308,Remoto
1986,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5034,9412,Remoto
1987,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2567,4538,Remoto
1988,Dados / BI,São Paulo - SP,Júnior,2680,4721,Híbrido
1989,Desenvolvimento Frontend,São Paulo - SP,Pleno,5491,9064,Presencial
1990,Dados / BI,Rio de Janeiro - RJ,Sênior,10406,16865,Híbrido
1991,Suporte / Infraestrutura,São Paulo - SP,Sênior,9607,15861,Remoto
1992,Suporte / Infraestrutura,São Paulo - SP,Pleno,5306,9103,Remoto
1993,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5115,9156,Presencial
1994,Desenvolvimento Frontend,São Paulo - SP,Pleno,5255,8580,Híbrido
1995,Suporte / Infraestrutura,São Paulo - SP,Júnior,2647,4605,Remoto
1996,Desenvolvimento Backend,São Paulo - SP,Júnior,2544,4775,Remoto
1997,Desenvolvimento Frontend,São Paulo - SP,Júnior,2732,4335,Remoto
1998,Suporte / Infraestrutura,São Paulo - SP,Júnior,2595,4516,Presencial
1999,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2562,4648,Híbrido
2000,Desenvolvimento Frontend,São Paulo - SP,Pleno,5070,8749,Remoto
2001,Suporte / Infraestrutura,São Paulo - SP,Sênior,9517,16236,Híbrido
2002,Desenvolvimento Frontend,São Paulo - SP,Júnior,2690,4621,Presencial
2003,Desenvolvimento Frontend,São Paulo - SP,Pleno,5459,9234,Presencial
2004,Dados / BI,São Paulo - SP,Pleno,5444,8638,Híbrido
2005,Dados / BI,Remoto (Brasil),Pleno,5472,9488,Híbrido
2006,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5280,8757,Híbrido
2007,Desenvolvimento Frontend,São Paulo - SP,Pleno,5198,9171,Remoto
2008,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10079,15542,Remoto
2009,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5185,9014,Remoto
2010,Suporte / Infraestrutura,São Paulo - SP,Júnior,2725,4679,Remoto
2011,Suporte / Infraestrutura,São Paulo - SP,Júnior,2718,4322,Remoto
2012,Desenvolvimento Frontend,São Paulo - SP,Sênior,9620,16243,Híbrido
2013,Dados / BI,São Paulo - SP,Júnior,2519,4369,Presencial
2014,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2536,4628,Híbrido
2015,Dados / BI,São Paulo - SP,Sênior,9770,16776,Híbrido
2016,Desenvolvimento Frontend,São Paulo - SP,Sênior,9546,15953,Presencial
2017,Desenvolvimento Backend,Remoto (Brasil),Sênior,10227,16476,Presencial
2018,Desenvolvimento Frontend,São Paulo - SP,Pleno,5486,8604,Presencial
2019,Dados / BI,São Paulo - SP,Júnior,2541,4790,Remoto
2020,Desenvolvimento Backend,São Paulo - SP,Sênior,10336,16358,Remoto
2021,Suporte / Infraestrutura,São Paulo - SP,Pleno,5478,9105,Remoto
2022,Suporte / Infraestrutura,São Paulo - SP,Pleno,5357,9321,Remoto
2023,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2618,4773,Remoto
2024,Suporte / Infraestrutura,São Paulo - SP,Pleno,5116,9386,Remoto
2025,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2610,4623,Remoto
2026,Dados / BI,Rio de Janeiro - RJ,Sênior,9588,16332,Remoto
2027,Desenvolvimento Frontend,São Paulo - SP,Sênior,10034,16259,Híbrido
2028,Suporte / Infraestrutura,São Paulo - SP,Pleno,5059,8973,Remoto
2029,Suporte / Infraestrutura,São Paulo - SP,Pleno,5109,9473,Remoto
2030,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10179,16550,Remoto
2031,Desenvolvimento Backend,São Paulo - SP,Sênior,9868,16196,Remoto
2032,Desenvolvimento Backend,Remoto (Brasil),Sênior,10058,16191,Presencial
2033,Desenvolvimento Backend,Remoto (Brasil),Sênior,10054,16330,Remoto
2034,Desenvolvimento Frontend,São Paulo - SP,Sênior,10370,15910,Remoto
2035,Desenvolvimento Backend,São Paulo - SP,Pleno,5141,9271,Remoto
2036,Desenvolvimento Backend,São Paulo - SP,Pleno,5105,9128,Híbrido
2037,Desenvolvimento Frontend,São Paulo - SP,Sênior,9609,15387,Presencial
2038,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2525,4556,Remoto
2039,Desenvolvimento Frontend,São Paulo - SP,Pleno,5227,9248,Híbrido
2040,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2709,4790,Presencial
2041,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2730,4480,Presencial
2042,Desenvolvimento Frontend,São Paulo - SP,Pleno,5025,8630,Presencial
2043,Dados / BI,Remoto (Brasil),Sênior,10202,16705,Remoto
2044,Dados / BI,Remoto (Brasil),Pleno,5391,9003,Híbrido
2045,Desenvolvimento Frontend,São Paulo - SP,Pleno,5302,9240,Híbrido
2046,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2600,4467,Híbrido
2047,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2589,4384,Híbrido
2048,Dados / BI,São Paulo - SP,Pleno,5032,8623,Presencial
2049,Desenvolvimento Frontend,São Paulo - SP,Pleno,5124,9481,Remoto
2050,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5249,9133,Híbrido
2051,Desenvolvimento Backend,Remoto (Brasil),Sênior,10060,15420,Remoto
2052,Desenvolvimento Backend,São Paulo - SP,Sênior,9990,16325,Presencial
2053,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5191,9432,Remoto
2054,Desenvolvimento Backend,São Paulo - SP,Sênior,9842,15971,Presencial
2055,Desenvolvimento Backend,São Paulo - SP,Júnior,2597,4480,Remoto
2056,Dados / BI,São Paulo - SP,Pleno,5321,8741,Remoto
2057,Dados / BI,Rio de Janeiro - RJ,Júnior,2701,4336,Remoto
2058,Desenvolvimento Frontend,São Paulo - SP,Sênior,10069,16147,Presencial
2059,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5227,8775,Remoto
2060,Desenvolvimento Frontend,São Paulo - SP,Pleno,5404,9106,Remoto
2061,Desenvolvimento Frontend,São Paulo - SP,Júnior,2715,4443,Remoto
2062,Desenvolvimento Frontend,São Paulo - SP,Pleno,5039,8811,Remoto
2063,Desenvolvimento Backend,Remoto (Brasil),Júnior,2588,4751,Remoto
2064,Dados / BI,São Paulo - SP,Júnior,2703,4631,Presencial
2065,Desenvolvimento Frontend,São Paulo - SP,Júnior,2646,4785,Remoto
2066,Dados / BI,São Paulo - SP,Júnior,2611,4428,Híbrido
2067,Dados / BI,Remoto (Brasil),Sênior,9671,16741,Híbrido
2068,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,9990,16395,Híbrido
2069,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10322,16342,Remoto
2070,Dados / BI,Remoto (Brasil),Júnior,2513,4410,Remoto
2071,Desenvolvimento Backend,Remoto (Brasil),Júnior,2522,4462,Presencial
2072,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5033,8981,Híbrido
2073,Dados / BI,São Paulo - SP,Pleno,5065,8586,Híbrido
2074,Desenvolvimento Frontend,São Paulo - SP,Júnior,2683,4544,Remoto
2075,Desenvolvimento Frontend,São Paulo - SP,Sênior,10277,15567,Remoto
2076,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5422,8608,Remoto
2077,Desenvolvimento Backend,Remoto (Brasil),Júnior,2637,4434,Híbrido
2078,Suporte / Infraestrutura,São Paulo - SP,Júnior,2674,4772,Presencial
2079,Suporte / Infraestrutura,Remoto (Brasil),Sênior,10096,16834,Remoto
2080,Desenvolvimento Backend,Remoto (Brasil),Pleno,5420,8832,Híbrido
2081,Desenvolvimento Frontend,São Paulo - SP,Júnior,2530,4534,Presencial
2082,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9902,16243,Híbrido
2083,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2631,4731,Híbrido
2084,Suporte / Infraestrutura,São Paulo - SP,Júnior,2509,4545,Híbrido
2085,Desenvolvimento Backend,Remoto (Brasil),Júnior,2606,4496,Remoto
2086,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5222,9453,Remoto
2087,Dados / BI,Remoto (Brasil),Pleno,5470,9398,Híbrido
2088,Dados / BI,São Paulo - SP,Pleno,5488,8590,Remoto
2089,Desenvolvimento Backend,São Paulo - SP,Júnior,2710,4684,Remoto
2090,Suporte / Infraestrutura,São Paulo - SP,Júnior,2534,4688,Híbrido
2091,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2562,4453,Remoto
2092,Desenvolvimento Frontend,São Paulo - SP,Sênior,10041,16322,Híbrido
2093,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5345,8825,Híbrido
2094,Desenvolvimento Frontend,Remoto (Brasil),Sênior,9843,15708,Híbrido
2095,Dados / BI,São Paulo - SP,Júnior,2598,4796,Presencial
2096,Desenvolvimento Backend,São Paulo - SP,Júnior,2573,4509,Presencial
2097,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2587,4414,Remoto
2098,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2718,4792,Remoto
2099,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,9772,15671,Híbrido
2100,Suporte / Infraestrutura,São Paulo - SP,Júnior,2729,4400,Presencial
2101,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,9963,16460,Remoto
2102,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5253,9093,Remoto
2103,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5469,9120,Híbrido
2104,Suporte / Infraestrutura,São Paulo - SP,Pleno,5090,8993,Remoto
2105,Dados / BI,Remoto (Brasil),Pleno,5083,9440,Presencial
2106,Desenvolvimento Frontend,São Paulo - SP,Júnior,2613,4556,Remoto
2107,Dados / BI,Remoto (Brasil),Júnior,2733,4351,Híbrido
2108,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2737,4799,Híbrido
2109,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5033,8866,Remoto
2110,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2646,4674,Híbrido
2111,Desenvolvimento Backend,São Paulo - SP,Pleno,5084,9480,Híbrido
2112,Desenvolvimento Backend,Remoto (Brasil),Júnior,2698,4520,Híbrido
2113,Dados / BI,São Paulo - SP,Sênior,9852,15561,Remoto
2114,Desenvolvimento Backend,Remoto (Brasil),Pleno,5417,9003,Remoto
2115,Suporte / Infraestrutura,São Paulo - SP,Pleno,5424,9465,Remoto
2116,Desenvolvimento Frontend,São Paulo - SP,Júnior,2589,4337,Presencial
2117,Suporte / Infraestrutura,São Paulo - SP,Júnior,2655,4574,Remoto
2118,Desenvolvimento Backend,Remoto (Brasil),Pleno,5079,8955,Remoto
2119,Desenvolvimento Frontend,São Paulo - SP,Pleno,5431,9195,Híbrido
2120,Desenvolvimento Backend,São Paulo - SP,Pleno,5067,8698,Remoto
2121,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5008,9199,Híbrido
2122,Suporte / Infraestrutura,São Paulo - SP,Pleno,5078,9284,Remoto
2123,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,9845,15732,Presencial
2124,Desenvolvimento Backend,Remoto (Brasil),Pleno,5442,9367,Remoto
2125,Desenvolvimento Backend,São Paulo - SP,Júnior,2711,4440,Híbrido
2126,Desenvolvimento Backend,São Paulo - SP,Júnior,2668,4356,Híbrido
2127,Dados / BI,Remoto (Brasil),Pleno,5292,9398,Híbrido
2128,Dados / BI,Remoto (Brasil),Júnior,2581,4448,Remoto
2129,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2519,4609,Remoto
2130,Dados / BI,São Paulo - SP,Júnior,2684,4512,Híbrido
2131,Desenvolvimento Backend,Remoto (Brasil),Júnior,2622,4731,Remoto
2132,Suporte / Infraestrutura,São Paulo - SP,Pleno,5036,9187,Remoto
2133,Dados / BI,Remoto (Brasil),Júnior,2562,4704,Remoto
2134,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5037,8718,Remoto
2135,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5014,9021,Remoto
2136,Dados / BI,São Paulo - SP,Júnior,2661,4670,Híbrido
2137,Dados / BI,São Paulo - SP,Júnior,2507,4582,Remoto
2138,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5180,9412,Presencial
2139,Desenvolvimento Frontend,São Paulo - SP,Pleno,5471,8840,Presencial
2140,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2639,4660,Híbrido
2141,Suporte / Infraestrutura,São Paulo - SP,Sênior,9591,16159,Remoto
2142,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2562,4500,Remoto
2143,Dados / BI,Rio de Janeiro - RJ,Sênior,10078,16173,Presencial
2144,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2645,4676,Híbrido
2145,Desenvolvimento Backend,São Paulo - SP,Júnior,2589,4376,Híbrido
2146,Desenvolvimento Backend,São Paulo - SP,Júnior,2520,4756,Híbrido
2147,Desenvolvimento Backend,São Paulo - SP,Júnior,2668,4542,Remoto
2148,Dados / BI,Remoto (Brasil),Júnior,2729,4476,Presencial
2149,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2648,4550,Híbrido
2150,Desenvolvimento Backend,São Paulo - SP,Pleno,5287,8725,Híbrido
2151,Suporte / Infraestrutura,São Paulo - SP,Pleno,5370,8773,Remoto
2152,Desenvolvimento Backend,São Paulo - SP,Sênior,10084,16212,Híbrido
2153,Desenvolvimento Backend,São Paulo - SP,Sênior,9856,15694,Híbrido
2154,Desenvolvimento Backend,São Paulo - SP,Sênior,9538,15800,Presencial
2155,Desenvolvimento Backend,Remoto (Brasil),Júnior,2685,4632,Presencial
